game_id,date,game_time,away_team,home_team,market_spread_home,baseline_margin,pred_margin_mu,actual_home,actual_away,actual_margin,game_index,actual_home_covers,pred_home_covers,ats_correct,actual_home_wins,pred_home_wins,ml_correct,spread_abs,home_favored,away_favored,pick_side,pick_team,pick_is_favorite,pick_is_underdog,pick_location_bucket,spread_bucket,abs_error
2025-11-04-OKC-LAC,2025-11-04,,OKC,LAC,8.5,-8.5,-8.170114934444427,107,126,-19,105,0,1,0,0,0,1,8.5,False,True,home,LAC,False,True,home_underdog,6-10,10.829885065555573
2025-11-04-ORL-ATL,2025-11-04,,ORL,ATL,3.5,-3.5,-3.3471180200576782,127,112,15,106,1,1,1,1,0,0,3.5,False,True,home,ATL,False,True,home_underdog,3-6,18.347118020057678
2025-11-04-PHI-CHI,2025-11-04,,PHI,CHI,-2.0,2.0,2.0578415133059025,113,111,2,107,0,1,0,1,1,1,2.0,True,False,home,CHI,True,False,home_favorite,0-3,0.05784151330590248
2025-11-04-PHX-GSW,2025-11-04,,PHX,GSW,-10.5,10.5,10.994491010904312,118,107,11,108,1,1,1,1,1,1,10.5,True,False,home,GSW,True,False,home_favorite,10+,0.005508989095687866
2025-11-05-BKN-IND,2025-11-05,,BKN,IND,-6.5,6.5,7.171182215213776,103,112,-9,109,0,1,0,0,1,0,6.5,True,False,home,IND,True,False,home_favorite,6-10,16.171182215213776
2025-11-05-GSW-SAC,2025-11-05,,GSW,SAC,-2.5,2.5,2.374320551753044,121,116,5,110,1,0,0,1,1,1,2.5,True,False,away,GSW,False,True,road_underdog,0-3,2.625679448246956
2025-11-05-HOU-MEM,2025-11-05,,HOU,MEM,7.5,-7.5,-7.118657946586609,109,124,-15,111,0,1,0,0,0,1,7.5,False,True,home,MEM,False,True,home_underdog,6-10,7.881342053413391
2025-11-05-MIA-DEN,2025-11-05,,MIA,DEN,-9.5,9.5,9.315809294581411,122,112,10,112,1,0,0,1,1,1,9.5,True,False,away,MIA,False,True,road_underdog,6-10,0.6841907054185885
2025-11-05-MIN-NYK,2025-11-05,,MIN,NYK,-3.5,3.5,3.720277667045593,137,114,23,113,1,1,1,1,1,1,3.5,True,False,home,NYK,True,False,home_favorite,3-6,19.279722332954407
2025-11-05-NOP-DAL,2025-11-05,,NOP,DAL,-8.5,8.5,8.891211062669754,99,101,-2,114,0,1,0,0,1,0,8.5,True,False,home,DAL,True,False,home_favorite,6-10,10.891211062669754
